company_name	jobtitle	description	Date	source
 Springer Nature	Software Engineer – SAP Hybris (m/f) 	"Exciting IT challenges at an academic publisher?
Where else but here: at Springer Nature!
In the context of our digital strategies, in Berlin we develop new software and optimise our global platforms (e.g. springernature.com, nature.com, springermedizin.de, palgrave.com). Together with colleagues in London, Pune and New York we work to ensure that our customers enjoy access to individual content – every day and from anywhere in the world. Our working philosophy is agile and highly motivated – with the atmosphere and culture of a start-up, embedded in a vital and dynamic publishing group.
The two sides of your job: between daily thrills and a healthy work-life balance
You’ll contribute to challenging but successful projects, while keeping the needs and interests of the user at the heart of your considerations. You’ll use cutting-edge technology to create applications that simply blow our customers away. And nevertheless, at the end of the day you’ll be home in time for dinner!
These three Key Practices shape our actions:
Agile promise: We roll out high-quality services in brief intervals and constantly work to improve our processes and ourselves
Collective code ownership: Every team member is welcome to and expected to participate – and that includes decision-making processes
For us, DevOps isn’t just a buzzword: We actively practice shared responsibility for every link of the tool chain for infrastructure, software quality, delivery and operations. Each of our passionate developers has the opportunity to familiarise themselves with and improve every aspect of our system
You could play the lead role in our team and…
assume responsibility for the entire lifecycle of the web applications you create
make the active, ongoing further development of our platforms one of your priorities
Speaking of technologies – are you familiar with the following?
If you aren’t now, you can still get to know:
Cloud Foundry, OpenStack, Chef, Play, Ansible, Spring Boot, Rabbit MQ, Elastic Search, Solr Cloud, Mongo DB, Python, Ruby, Java, Scala
So what do we offer?

A healthy work/life balance
Interesting and challenging work
A relaxed, positive environment
Enthusiastic, supportive colleagues
Further development to help you progress your career
Flexible hours, a 37 hour week and 30 days annual leave
Book discount of 15-40%"	2017-10-02	Berlin Startup Jobs
 3YOURMIND	Senior Frontend Developer 	"Your main responsibilities

Implement new features in our core product using Vue.js, ES6 and webpack.
Bring in your experience to architect the frontend.
Work in a agile environment together with other developers on a highly scalable enterprise grade product.

You should be an expert in some of those technologies 

JavaScript (ES6+)
HTML
SASS
webpack
Vue.js or any other major JavaScript Framework (+ State management, Flux)

Good to Know

Familiarity with serverside web frameworks
Professional experience in Frontend Development
You can work in a team and lead other people
Fluent English

What we offer to make this job ace

A versatile and multicultural team that is looking forward to working with you!
Start-up atmosphere, fruits, drinks, and a chill room
Being in touch with each innovation and progress in 3D printing.

Join us and help our team become the number one in 3D printing!
Please apply via our website at:
https://www.3yourmind.com/senior-frontend-developer-0"	2017-10-02	Berlin Startup Jobs
 guwadesign	(Junior) Web Developer 	"Im Zuge unseres kontinuierlichen Wachstums suchen wir ab sofort einen (Junior) Web Developer am Standort Berlin.
Deine Aufgaben:

Technische Konzeption und Umsetzung von Webprojekten
Setup und Konfiguration von Shopware
Wartung, Anpassung und Pflege der vorhandenen Shopware-Shops
Template-Erstellung und Implementierung
Entwicklung von eigenen Plugins sowie Anpassung und Weiterentwicklung

Dein Profil:

Erfolgreich abgeschlossenes Studium oder vergleichbare Quali­fikation
Nachweislich umfassende Erfahrung mit Shop-Systemen (Shopware etc.)
Sehr gute Kenntnisse in PHP, HTML, CSS, JavaScript, Bootstrap und Responsive Design
Systematische, selbstständige, ergebnis- und dienst­leistungs­orientierte Arbeitsweise
Sicheres Auftreten und ausgeprägte kommunikative Fähigkeiten
Gute Deutsch- und Englischkenntnisse

Das bieten wir:

Eigenverantwortliche Arbeit an spannenden (Kunden-)Projekten zu unterschiedlichsten Themen
Flexible Bürozeiten, individuelle Karrierewege und gute Entwicklungsmöglichkeiten
Eine Vielzahl an Möglichkeiten für Training und Zertifizierung
Ein junges, erfahrenes und professionelles Team mit flachen Hierarchien

Wir freuen uns auf deine Bewerbung inklusive Anschreiben, den üblichen Unterlagen, deinen frühestmöglichen Eintrittstermin und deiner Gehaltsvorstellung und melden uns zeitnah bei dir zurück."	2017-10-02	Berlin Startup Jobs
 Careship	Frontend Developer (m/w) 	"ÜBER UNS
Wir sind Careship.
Aus dem Herzen Berlins revolutionieren wir den deutschen Pflegemarkt mit einem Ziel: Wir möchten Jung und Alt zusammenbringen für mehr Lebensfreude für Senioren. Mittels individueller Auswahl finden wir passgenaue Betreuer für Senioren und arbeiten so kontinuierlich an der Verbesserung der Lebensqualität von immer mehr Menschen. Mit einem starken Team expandieren wir gerade in mehrere Großstädte Deutschlands – und brauchen dazu deine Unterstützung als Frontend Developer (m/w).
DEINE MISSION:
Als Frontend Developer (m/w) unterstützt du die digitale Präsenz von Careship und leistest durch die Umsetzung von hochwertigen, modernen und makellosen Anwendungen deinen Beitrag zur Skalierung.
DEINE AUFGABEN:

Du erstellst hochqualitative, isomorphe Frontend-Komponenten
Du entwirfst und implementierst neue Features basierend auf cutting-edge Frontendtechnologien für unsere Webseiten und unsere APIs
Zusammen mit deinem Team arbeitest du an hochqualitativen Coding-standards, indem du dich mit Themen wie unit testing, code coverage und coding-conventions beschäftigst
Konzeptionelle Ausarbeitung von Funktionalitäten und UI/UX Komponenten
Als agiler Entwickler wirkst du tatkräftig an der Optimierung unserer agilen Prozesse mit und trägst gleichzeitig zum Erfolg des Teams bei

DEIN PROFIL:

Erfolgreich abgeschlossenes Studium im Bereich digitale Kommunikation, Informatik oder eines vergleichbaren Studiengangs
2 Jahre Berufserfahrung in der Softwareentwicklung von innovativen Frontend-Applikationen basierend auf Responsive Design, Single Page Applikationen
2 Jahre Berufserfahrung in der Webentwicklung mit Fokus auf plattformübergreifende, hochqualitative, javascriptlastige Frontendentwicklung
Sehr gutes Know-How von JavaScript (Es6), Node.js, Vue.js, HTML5 und CSS3 sowie Kenntnisse in Gsap, Vanilla.js
Hervorragende Kenntnisse in der Entwicklung von Web-Applikationen auf Basis von RESTful-APIs, Grundverständnis für RESTful Architekturen sowie deren Aufbau
Kenntnisse in PHP und MySql sind ein Plus
Gewohnter Umgang mit gängigen Development-Tools wie Git

WAS WIR DIR BIETEN:

Durch Experimente mit neuen Technologien und dem Aufbau von MVPs wirkst Du täglich am technologischen Fortschritt von Careship mit
Täglich kreativ zu sein, Deine Ideen einzubringen, flache Hierarchien und schnelle Entscheidungswege
Freiraum für spannende Hackathons, um Projekte innerhalb kürzester Zeit von Null auf zu bauen
Ein modernes Büro in Berlin Prenzlauer Berg mit Wohlfühlatmosphäre, Tischtennisplatte, Konferenz-Budget und Team Lunch
Arbeiten in einer crossfunktionalen Teamstruktur, mit agilen Methoden
Ein wettbewerbsfähiges Kompensationspaket

Klingt das interessant für dich? Dann bewirb dich jetzt über unser Kontaktformular oder sende uns den Link zu deinem Github per Email an jobs@careship.de.
Wir freuen uns auf dich!"	2017-10-02	Berlin Startup Jobs
 Fairr.de	Web-Entwickler (m/w) beim FinTech-Startup des Jahres in Berlin 	"Zu Deinen Aufgaben zählen

Weiterentwicklung unseres Website-Frontends & -Backends mit dem Content- & Design-Team
Kontinuierliche Verbesserung der User-Experience inkl. Customer-Journey und Landing-Pages
Entwicklung benutzerfreundlicher Website-Funktionen wie Online-Beratungs-Assistenten, Angebotsrechnern und Antragsstrecken

Unsere Anforderungen

Du hast bereits Erfahrung mit der Entwicklung von Websites mit einer Programmiersprache, einer Datenbanktechnologie, HTML, CSS & JavaScript
Du bist in der Lage prozedural, data-driven und ohne Frameworks zu programmieren
Du hast bereits private Web-Projekte eigenständig umgesetzt (bitte angeben)
Du bist ein ergebnisorientierter Teamplayer, kannst aber auch eigenverantwortlich arbeiten
Du beherrschst verhandlungssicheres Deutsch in Wort und Schrift

Womit wir arbeiten

Vanilla PHP, MySQL, HTML, CSS (LESS)
JavaScript (jQuery)
Bootstrap
bash, Shell Script
pdftk
git
Umfangreiche API-Nutzung (Google, Facebook und Produktpartner)
Apple-only Hardware-Policy (ein Firmen-MacBook stellen wir Dir)

Was wir bieten

Einen sehr schlanken & pragmatischen Entwicklungsprozess
Flache Hierarchien, Teamarbeit und eine transparente Kommunikation
Eine attraktive Vergütung inkl. Mitarbeiterbeteiligung am Unternehmen
Gute & solide Altersvorsorge mit Zuschüssen vom Arbeitgeber
Kostenlose Büroversorgung mit Nespresso Kaffee, Tee, Club Mate, Keksen und Obst

Haben wir Dein Interesse geweckt?
Bitte sende uns eine E-Mail mit Deinem Lebenslauf oder einem Link zu Deinem Github-, Stackoverflow-, XING- oder LinkedIn-Profil, Deiner Gehaltsvorstellung und einer kurzen Begründung warum Du bei fairr.de anfangen möchtest an jobs@fairr.de.
Wir freuen uns auf Deine Bewerbung!"	2017-10-02	Berlin Startup Jobs
 FUNKE Digital TV Guide GmbH	Web Developer 	"At FUNKE Digital TV Guide we’re experts in Multiscreen Content Discovery. We build services that have won multiple awards, are pre-installed on all new Samsung TVs and recently received funding from the Google Digital News Initiative for the next 2 years. Based on metadata from brands such as TV DIGITAL we build Smart TV experiences and personalized multiscreen solutions. And we enable third parties to do the same with our Content Discovery API.
We’re hiring a new key player for our talented team in Berlin:
Web Developer (permanent, full-time)
Primary Responsibilities:

Web Development: Build and maintain video-centric websites and web views for desktop, mobile, tablet and smart TVs, utilizing HTML5, JavaScript, CSS and our Content Discovery API
API Development: Prototype and sandbox with our newest API features, generating best practices

Secondary Responsibilities:

Customer support: Help our API clients realize their visions by providing best practices, training and hands-on assistance
Developer outreach: Represent our company and API at industry events like hackathons and meetups
Vendor & partner evaluation: Help us find the best external partnersand tools to achieve our goals

Required Hard Skills:

Degree or formal training in Computer Science
At least 3 years of web development experience, preferably in the TV and video space
Fluent in HTML5, JavaScript, CSS. Familiar with AngularJS
Diligent about version control, clean code, unit testing and continuous integration.
Familiar with agile development processes and workflows with standard tools like Git and Jenkins
Experience with PHP/Symfony and/or packaging for deployments on Debian is a plus

Soft Skills:

Passionate about media, TV & video
Strong communicator with fellow developers. Ability to write and present in English
Desire to shape the future of television
Self-motivated, results-oriented problem solver
Ability to work under pressure and meet deadlines

Language Skills
Fluent English is required. German and additional languages are a plus."	2017-10-02	Berlin Startup Jobs
 Marley Spoon	Senior Data Engineer 	"We are currently building up our data engineering team with the goal to massively evolve our DWH infrastructure by integrating relevant data sources and support our stakeholders in using our analytics visualization tools. In the second step we will move towards a more big data oriented infrastructure and will apply machine learning to offer our customers an even better service. As part of the Product & Development team you will be the key person in enabling our departments to gain data insights.
Your Job:

You are a leader and driver for a small data engineering team
You do people management for 2 data engineers
In the 1st step you evolve & architect our DWH infrastructure while already having the future big data architecture in mind.
You structure stakeholder requirements & transform them into DWH & ETL implementations
If required you support your stakeholders to apply self-service analytics

This is you:

Substantial knowledge & experience in design & building DWHs and ETL processes
Substantial knowledge & experience in software engineer preferably in Ruby on Rails
Strong skills in design, implementation, maintenance of DWHs on Postgres or comparable
Strong skills in designing DWH data models
Experienced with Analytics visualisation tools as e.g. Tableau, MicroStrategy, Looker
You are eager to continuously learn
You are a strong team collaborator
Proactive personality with a focus on getting things done
Very structured way of working
Good communication skills also to non technical stakeholders
Able to requirements engineer high level requirements together with stakeholders

Awesome extras:

Experiences with event architectures & message-subscribe systems like Kafka
Experiences with cloud infrastructures as AWS (e.g. Data Pipeline, Kinesis, Redshift)
First experience with big data infrastructures (e.g. hadoop, Spark, MapReduce)
First experiences with machine learning
Knowledge in agile methodologies as Kanban or Scrum

What we offer:

Opportunity to act entrepreneurial
Participate on Marley Spoon’s success by an outstanding employee virtual share program
Drive the architectural evolution of a data infrastructure without a lot of legacy
Act in an environment where we get things done without having formal hurdles
An open, diverse and respectful culture with over 15 nationalities in the heart of Berlin
Enjoying our free meal kit delivered home & the cookings in the company
Drinks, coffee
Flexible hours"	2017-10-02	Berlin Startup Jobs
 resmio	Senior Frontend Developer 	"We’re seeking a Senior Frontend Developer to join our team. Our biggest goal is to provide restaurants with an easy-to-use product to manage their reservations and customers online.
Our stack
Our web application is written in React & MobX / Redux and makes heavy use of our API, but we’re always open to new technologies. Additionally we develop & maintain multiple widgets which are integrated on restaurant and partner websites and receive over one million visits a month.
We believe in agile development and continuous integration.
What we offer

A young, international and ambitious team with flat hierarchies.
A fast growing business with exciting development possibilities.
The opportunity to enhance your skills with interdisciplinary training.
A very exciting market with above-average growth potential.
A nice office in the centre of Berlin-Kreuzberg – one of the most exciting cities in Europe.
Coffee flatrate, fruits and other extras.

Your tasks

Take charge of the way our frontend stack progresses and make sure we are using the best technology in the right way.
Make sure our frontend is performant and easy to develop.
Implement new features and improve existing ones in collaboration with the team.

What we expect

Experience in building non-trivial web applications in react.
A passion for providing our customers with a great product.
Familiarity with the entire web stack: JavaScript, HTML, CSS, the application layer and databases.
Experience with at least one MVC JavaScript framework.
You want to work from our office in Berlin-Kreuzberg.
Good taste. You don’t have to be a designer but you should care about a clean and simple UI.

Plus for

Experience with MobX or Redux.
Experience with git workflows.
You contribute regularly to Open Source.

Can you recognise yourself? If yes, send your application including your motivation letter, CV, desired salary and next possible entry date to Adrian Bachmann via our online portal. Maybe you are going to be a part of the resmio team soon. We are looking forward to get to know you.
Any questions? Call us: +49 30 – 52 669 696"	2017-10-02	Berlin Startup Jobs
 wenigermiete.de	Senior Ruby Developer (m/f) 	"Senior Ruby on Rails Developer (m/w)
Berlin, full time, start immediately
About us:
In late 2016 we have founded the Justice-as-a-Service legal tech platform wenigermiete.de (Mietright GmbH) in the heart of Berlin-Kreuzberg. It is our vision to disrupt tenant protection and enable tens of millions of tenants across Germany and beyond to enforce their rightful claims agaist landlords and other counterparties in a fully automated way and at no cost risk.
As our first product on wenigermiete.de we enforce rent control (Mietpreisbremse) on behalf of tenants. The traction and press attention have already been astounding and we are just at the beginning of our exciting journey. Be part of this adventure!
Role:
We are looking for a Senior Ruby Developer as part of our agile IT team who is passionate about building a highly efficient platform and develop new products constantly.
You will be working on a number of Rails 5 apps, hosted on Heroku. We organise our work in weekly iterations on a low-fidelity kanban board. Continuous deployment happens via Codeship and a pull-request based workflow.
Your responsibilities: 

You report directly to the CTO.
You will conceptualise and implement features, taking charge from planning to shipping.
You will be working closely with product, business development and other stakeholders.
You will help improve, maintain and expand on the existing web applications.
You will participate in product discussions, as well as code review.
You will share your knowledge and experience as the team grows.

Your profile: 

You are an excellent communicator and fluent in English. German language skills are a plus.
You have worked in a startup before and you are willing to take ownership of high impact projects.
You have several years of experience building products based on Ruby on Rails and associated technologies (such as JavaScript, SQL, etc). You can ship entire features independently, covering the entire stack.
You are experienced in writing unit and integration tests with RSpec and believe in well-tested code, taking a TDD/BDD-driven approach. You care about the architecture of your applications and their maintainability.
You have experience with agile software development and are comfortable following its principles.
You are willing to teach and to share. For you, code review is not about finding faults, rather about improving the code and the coder.
As the company grows you are willing to participate in building a diverse and positive culture of mutual support and learning.

We offer a unique opportunity to participate in shaping one of the most promising legal tech ventures together with a highly skilled and motivated team of legal, business and IT experts. Let’s revolutionize tenant protection together! We offer a competitive compensation package and a great working environment at Paul-Lincke-Ufer in the heart of Kreuzberg.
We are looking forward to receiving your application.
Contact:
karriere@wenigermiete.de"	2017-10-02	Berlin Startup Jobs
 Skeleton Technologies	Software Engineer 	"Skeleton Technologies is Europe´s leading manufacturer of ultracapacitors and has achieved global breakthoughs in product performance through the use of patented graphene-based materials. We deliver high power and high energy storage solutions across industries including the automotive, aerospace, industrial and renewables sectors.
You will further be involved in the following areas:

Create design descriptions for control logic and automation systems according to industry standards and best practise
Do PLC and HMI programming for systems that include ultracapacitors
Write test specifications and carry out testing of our products together with external organizations
Create documentation to our products and solutions (manuals, drawings, diagrams, test plan etc.)
Resolve any technical difficulty that may occur during development

You are good fit for the team if you can tick off the folowing boxes:

You have at least 2 years of experience in automation solutions, PLC-s, microcontroller or an embedded software programming field
You have a technical understanding of Object Oriented Programming (C/C++)
You have knowledge about battery solutions and electrical systems (low voltage distribution, grid, locomotives)
You have studied electrical engineering or computer science at Univesity
You are more a doer than a talker – you want to deliver solutions and feel responsible to put them into practise
You are very comfortable working in English

The position is located in Berlin. Futher, there will be regular trips within Germany, Estonia and other locations.
Why should you join?

We offer permanent contract, flexible work hours and modern work tools
An established feedback program that takes training and development opportunities for our employees seriously
Absolute flexibility – we hae a modern office in the co-working space WeWork in Berlin. However, you can also work from home-office in Germany

We are looking forward to receiving your cover letter and resume!
For futher information visit us on skeletontech.com"	2017-10-02	Berlin Startup Jobs
 Springer Nature	Lead QA Analyst 	"What’s it actually like to work with us?
We might be a large global organisation with people all around the world, but our IT team operates more like a start-up; working in agile project teams. We strive to make the digital division a place where people and ideas thrive.
New, diverse and growing international team

Broad range of technologies
Leading innovation at Springer Nature
Small lean cross functional teams
Choose your own tools (Hardware, OS, IDE, etc.)
Relaxed and friendly environment
Supportive organisational culture

About you:

Previous experience as a Lead QA
Experience in agile development teams
Techniques for effective test design
Experience in implementing new testing tools and processes
Experience of Agile software development
Experience of TDD and pair programming
Good experience of Continuous integration and Test automation
Experience of structured exploratory testing (i.e. test charters)
Driven to understand how things work and how things may go wrong
Experience in leading QAs across different teams
Confident and effective communicator
A system thinker, develops an understanding of a product from a user or customer point of view
Always learning new skills and techniques in order to improve

So what do we offer?

A healthy work/life balance
Interesting and challenging work
A relaxed, positive environment
Enthusiastic, supportive colleagues
Further development to help you progress your career
Flexible hours, a 37 hour week and 30 days annual leave
Book discount of 15-40%"	2017-10-02	Berlin Startup Jobs
 momox	Python & JavaScript Developer (m/f) 	"YOUR MISSION

Regular development of our momox web applications for our national and international purchase
Conception of software architecture
Continuous improvement of the API for the iOS and Android apps in close collaboration with our app developers
Planning the two-week sprint in the team
Coordination and implementation of tasks within the team

OUR TECHSTACK

Python 3 with Django as a web framework
JavaScript, React, NodeJS
MongoDB, MySQL and Redis
Nginx, express and Celery
Git and GitLab Continuous Integration

YOU SHOULD HAVE

Several years of experience in programming with Python and JavaScript, as well as the front-end technologies React, Angular, Ember, VueJS or Backbone
Know-how in web development with HTML and the integration of CSS
Comprehensive knowledge in the development of RESTful APIs
Experience with relational database systems
Structured, result-oriented and self-organized working methods, high commitment and self-initiative
Excellent analytical and conceptual skills
Very high demands on the quality of your work
Openness for new technologies and methods, as well as the joy of further development
Excellent communication and team skills, as well as very good English skills

NICE TO HAVE

First experience with using Django as a framework
Knowledge in React
Experience in using UNIX / LINUX
Know-how in the container application platforms Docker and OpenShift
Experience with methods such as Scrum and TDD

THAT MAKES MOMOX ATTRACTIVE

Exciting tasks and challenges in the center of Berlin
Agile work environment (Scrum) with flat hierarchies
Motivated, open-minded teams with openness for new impulses
Support for open source projects
Lounge with table football, PlayStation and table tennis
Work-life balance with flexible working hours
Employee benefits such as discounted public transport ticket, day care allowances, shopping vouchers for our medimops shop, free drinks, fruits and much more"	2017-10-02	Berlin Startup Jobs
 Door2Door	Business Intelligence Analyst 	"Take ownership of the data warehouse and reporting/analytics processes (e.g. ETL)
Optimise and improve existing data pipelines
Develop new data pipelines and work with software engineers and product managers to add new data sources or new views in our data
Implement and maintain data models using business intelligence tools (e.g. Metabase or Tableau) in order to allow our business users access the data directly and drive decisions
Design and implement metrics, dashboards, and reports
Develop relevant framework for measuring success – building business KPIs in partnership with business development and product managers
Communicate with various internal stakeholders on performance indicators and analysis
Develop understanding of industry context

You’ll need to have:

3+ years of relevant experience in a business intelligence role, including data warehousing and business intelligence tools, techniques and technology
Expert knowledge and expertise with SQL
Experience in Python
Experience in multiple RDBMS (PostgreSQL) and database administration
Experience in developing cross platforms ETL processes
Knowledge and direct experience in data visualization concepts

A few things you might have that we like:

Experience with AWS (S3, Redshift, RDS, Kinesis)
Prior experience in start-up environment
Good communication skills"	2017-10-02	Berlin Startup Jobs
 relayr	Embedded Developer (m/f) 	"We are looking to recruit a diverse group to be able to best handle the diverse problems in the emerging market of Internet of Things. Currently we are seeking a Embedded Developer (m/f) to join our team and be based in our Berlin office.
Tasks:

Identify the features and requirements to build a reusable solution for both on-premises and cloud solutions
Bridge the gap between field-based solutions and existing applications to Relayr solutions
Integrate IoT solutions and technologies from vendors and customers
Provide solid base and tools to deploy solutions on the field, related to device remote management, installation, rollout and scalability
Sync with the product development teams to align roadmaps, provide meaningful feedback and insight on required features

Requirements:

3+ years’ embedded systems software and Linux development experience
Experience with network programming and concurrent/multithreaded programming
Networking background and protocol knowledge
Proficient in Java and C/C++ in an embedded Linux/Unix environment with strong emphasis on software architecture and design
Experience in scripting languages such as Python, Bash, Shell
Willingness to travel within EMEA and possibly worldwide.
Good written and communication skills, with German as an added bonus
Passionate commitment to quality and customer success
Strong organizational skills and ability to work independently
A team player with the ability to work in complex cross-functional teams

We Offer:

Flexible office environment
A diverse and friendly team with people from all over the world, speaking 10+ languages, of all ages and parental-status
Connecting you with a network of companies and people from around the globe
A learning environment where you can extend and build upon your skills and interests, as well as knowledge-sharing at our semi-weekly events
Opportunities to attend events and conferences pertaining to your discipline
Competitive Salary and Stock Options
Cool office with free beverages, fresh fruit, a variety of team events, and social activities – we love to hang out and be social!
We offer the ability to work in a cutting-edge field with the best people in the IoT industry!

Sounds interesting? Please follow the link to apply for this position:
https://relayr.bamboohr.co.uk/jobs/view.php?id=82"	2017-10-02	Berlin Startup Jobs
 Zattoo	Senior Android Engineer 	"The Role
Zattoo is searching for a highly motivated Android Developer with a proven track record in Android development to join our world class development team. Zattoo’s mobile apps for iOS, Android and Windows Phone are installed on millions of devices. We were among the first to bring Live and Catchup TV to these platforms without requiring additional hardware. In addition to mobile, we put a strong focus on new Android based big screen platforms such as Android TV and Amazon Fire TV. We’re looking for someone who wants to push the borders of what’s possible on these platforms. You will find Zattoo to be a comfortable place to work at with pragmatic decision making, fast approval paths and willingness to take risks. Most importantly, you’ll be surrounded by colleagues who’ll share your commitment to developing and selling world class products.
The Tasks 

Develop and maintain our Android applications that have more than a million active installations
Work directly with our developers, designers and product managers to conceptualize, build, test and release applications
Gather requirements around functionality and translate those into elegant functional solutions
Implement compelling device specific user interfaces and optimize performance for the applications

What we expect from you

4+ years of proven experience in Android application development with very good knowledge of the Android build system and application framework (e.g. app components like Fragments, Services, Loaders and Content Providers, Cursors, Recycler Views, etc.)
A BS/MS degree in computer science or similar discipline
outstanding software development experience proven by interesting work and hobby projects
Fluent in writing well documented code
Experience with software architecture and design patterns
Comfortable in working with remote colleagues, multidisciplinary teams and external partners
Fluent verbal and written English language skills
Bonus: German language skills
Bonus: Experience with

TV app development (Android TV and/or Fire TV)
Cast API
Adaptive video streaming on Android (e.g. HLS, DASH or Smooth)
Automated testing on Android (Unit Testing, Acceptance/UI Testing) and CI systems
Experienced in team leading


Bonus: Knowledge of

Google Android APIs (Play services, login, in-app-billing, analytics)
Amazon Fire TV APIs (Login, in-app-purchases)
Dependency Injection
Third party libraries: retrofit 2, dagger, fresco, okhttp, butterknife, etc



What’s in it for you?

Flexible work schedules
Cool and comfortable office
Relaxed atmosphere, no dress-code
Working with an awesome product
Motivated and international team

Location

Berlin

We are Zattoo
At Zattoo we want to create a new TV experience, independent from location, time and device. Since our start in 2006, we bring a huge selection of sport events, movies and TV series to the favourite devices of our users. In addition, our B2B team delivers TV and VOD solutions to cable operators, internet service providers and many others, thus positioning Zattoo as a top notch technology partner.
We have built a great team that defines and develops the TV experience of the future together. We treat each other with respect and pull on one string to make our vision reality. Flat hierarchies and open communication enable us to cooperate transparently and to act fast. At Zattoo we can be ourselves and simply do what we are best at.
Join us and become part of our Stream Team!"	2017-10-02	Berlin Startup Jobs
 Fyber	System Engineer 	"You would:

Maintain and develop our highly automated server landscape with ~ 200 servers and a plethora of open source services
Scale our systems and ensure the availability of our services together with other system engineers and database administrators
Change our views with your expertise when joining cross-functional teams and implement changes to the infrastructure required by new features and products
Accelerate us with automation and auto provisioning of our production platform (Mesos, Docker, chef, puppet etc.)
Support the move of our platform to the Cloud (AWS)
Drive for discovery, prioritization, and resolution of IT Projects
Grow by tackling technological challenges of an infrastructure currently handling up to 350k requests per minute via Tomcat, Java, HAProxy etc.
Take part in the on-call rotation to ensure flawless operation of our products
Impress us when handling critical situations (incidents) in a professional manner

This is what we expect from you to bring with:

University degree (BS or MS) in computer science, related engineering fields or equivalent experience.
+3 years of experience in IT Operations of high-available applications
Cloud Systems experience and automation, preferable AWS
Good knowledge of Linux (CentOS preferred), webservers (nginx/Apache),Virtualization and high-availability
Knowledge of at least one scripting language (Ruby, Python, Perl, shell, bash …)
Experience with security, big data solutions, storage systems are nice to have
Basic experience with configurations management (chef/puppet)
Detail oriented with perspective thinking towards making architectural decisions
Willingness to learn and grow in the above mentioned topics
Fluency in English (verbal and written)

What we do:
Fyber is a leading mobile advertising technology company. We are devoted to solving the fundamental business challenge faced by freemium app and game developers, generating sustainable revenue streams through ad monetization across all connected devices. Built by developers for developers, our unified platform serves over 500+ million monthly active users worldwide and empowers our customers to integrate, manage and optimize all ad revenue sources across mediation, exchange and ad serving. We work with thousands of the world’s leading app developers and publishers, including DeNA, Glu Mobile, GREE, Kik, PikPok, Pixelberry Studios, and Smule. We are investing for the long term to build the platform that will fuel the app economy of the future.
What we offer:

Learn and grow with some of the best experts in the industry
Contribute to technically diverse (platforms: Unix, mobile (iOS/Android), C++, Scala, Ruby), highly scalable, open source technologies and hacker friendly projects
Work with a high-growth, publicly traded company (with over 250 employees in six years) in the heart of Berlin
Join a friendly, culturally diverse team (+44 nationalities) where people value excellnce, team spirit, passion, courage, pragmatism and accountability
The financial stability of a larger company, but, with all of the perks of a cool Berlin start-up like food/drinks (Beer Fridays), laid back culture, and fab office space"	2017-10-02	Berlin Startup Jobs
 GoEuro	Senior Full-stack Developer (Java/Node.js), Fast Integration Team 	"About GoEuro
Driven by our team of over 200 people from more than 40 different countries, GoEuro is changing the way we travel across Europe. With GoEuro you can compare and book trains, buses and flights to anywhere in Europe with one simple search, on mobile, app or desktop. By offering transparent pricing and easy booking, GoEuro makes travel planning simple, flexible and personal.
With over 500 European transportation partners across 12 countries, GoEuro is one of Europe’s fastest growing travel companies backed by 15 million monthly visits and the world’s leading tech investors.
As a Senior Full-Stack Engineer for the Fast Integration Team at GoEuro you will…
… revolutionize the way we integrate transport companies. Join our new project team to drive this idea and become part of a Startup in a Startup. Be able to create something new and reliable, connected to an established architecture.
The following tasks are waiting for you:

Design and build a new provider platform to quickly and easily onboard new transportation companies.
Use kubernetes to deploy and manage your services.
Work on high performance services that handle all communications with our partners.
Help junior engineers to grow and demonstrate passion for your team and work.

Can you develop production level code in your sleep? Do you care about solid engineering practices and love to share your knowledge within a talented team? Fantastic!
In addition, we would love you to have:

Solid years of experience developing backend applications (Node.js & Java), frontends and toolings in an agile environment.
Experience in at least 2 programming languages.
Proficiency in systems architecture.
Experience in cloud infrastructure and container technology.
Excellent written and oral communication skills, ability to work in a team.
Excellent English language skills, German is not required..
An open mind and eagerness to learn new things.

What can you expect from joining GoEuro?

An office in the centre of Berlin’s thriving startup scene.
Flat hierarchies and everyday opportunities to learn, grow and develop.
A diverse team of over 40 nationalities.
Free lunches, yoga, German lessons and more.
Competitive compensation and relocation support.

Are you the exceptional Full-Stack Engineer we are looking for?
We’re excited to receive your application!"	2017-10-02	Berlin Startup Jobs
