,ID,company_name,date,description,jobtitle,source,NewJobTitles,Intern,Junior,Intermediate,Senior,clusters
689,1735,sonnen GmbH,2017-11-26,"Wir suchen zum nächstmöglichen Zeitpunkt für unseren Standort in Berlin einen erfahrenen Softwareentwickler (m/w) für den Bereich Virtuelles Kraftwerk (Blockchain) in Vollzeit.IHRE AUFGABENKonzeption, Entwicklung und Realisierung eines Blockchain-Systems für Virtuelle Kraftwerke (VPP)Technische Zusammenarbeit mit externen Projektpartner, Übertragungsnetzbetreibern und HandelspartnernKonzeption und Entwicklung skalierbarer APIs für andere Dienste, Partner und Frontend-EntwicklerZusätzlich Pflege und Weiterentwicklung des VPP-Systems mit Schwerpunkt in einem der folgenden Bereiche:Graphische Benutzeroberflächen und Protokolle in der Energiewirtschaft Algorithmen zur Steuerung und Optimierung von Anlagen Parallelität, Redundanz, Robustheit und Ausfallsicherheit IHR PROFILEin abgeschlossenes Studium der Informatik oder eine vergleichbare AusbildungUmfassendes Wissen in Bezug auf Softwarearchitekturen im Bereich Blockchain, Kryptographie, peer-to-peer Technologien, verteilte SystemeBreite Projekterfahrung, idealerweise mit agilen Software-EntwicklungsprozessenSehr gute Programmierkenntnisse in zumindest einer objektorientierten Programmiersprache, z.B. Java, Ruby, Python oder C++Interesse an funktionalen Programmiersprachen (z.B. Elixir, Scala, OCaml oder Haskell) und Linux-KenntnisseSie haben ausgeprägte analytische und konzeptionelle FähigkeitenErfahrung mit Versionskontrollsystemen (z.B. Git) und Projektmanagement-Werkzeugen zur Softwareentwicklung (z.B. Git Issues, Wrike)Sehr gute Englischkenntnisse, Deutsch ist von Vorteil   IHRE VORTEILEMacher-Mentalität und Start-up-SpiritSchnelle Weiterentwicklung innerhalb von sonnen. Schnelle Übernahme von Verantwortung in einem ZukunftsumfeldVertrauensarbeitszeitFirmenwagen (abhängig von Position)Sabbatical, Obst-Tag, EssenszuschussBetriebliche Altersvorsorge und vermögenswirksame LeistungenHilfsbereitschaft und Kollegialität in einem innovativen und wachstumsstarken UmfeldPräsentation als attraktiver, internationaler Arbeitgeber auf dem ArbeitsmarktMöglichkeit zur MitarbeiterentsendungStandorte in Deutschland: Hauptsitz im idyllischen Wildpoldsried (Allgäu) und im Szeneviertel in Berlin-KreuzbergStandorte im Ausland: Italien, UK, Australien und USARegelmäßige Team-Events (Firmenlauf, Wandern, Grillfest,....)Regelmäßige Teilnahme an Recruiting- und Hochschulveranstaltungen, um die Fachkräfte und Nachwuchskräfte von Morgen für uns zu gewinnenGute Ideen und Flexibilität sind die Grundlagen unserer Arbeit. Möchten auch Sie die neue Energiewelt mitgestalten und Teil unseres dynamischen und motivierten Teams werden? Dann bewerben Sie sich jetzt!  ",blockchain entwickler (m w) für ein virtuelles kraftwerk,Stackoverflow,blockchain entwickler  für ein virtuelles kraftwerk,False,False,False,False,0
690,1736,Zalando SE,2017-11-26,"You Are Ready To Make An ImpactAs Zalando transforms from Europe’s leading e-commerce company into a multi-service platform for fashion, this is an exciting time to join us. As a Software Engineer, you’re part of a high performing team, building technologies that connect every part of the fashion industry.We - the Tx Core Team - set the foundation for the coordination of sales order processes with retail core products such as payments, fraud or customer contact; logistical processes regarding stock and warehouse communication.We trace all steps in the core fulfillment processes, including relevant customer related transactions and business partner & sales channel management.You will be responsible for designing, developing, deploying and maintaining technical solutions for the core fulfillment process of the platform.You Are Setting StandardsAutonomy. At Zalando, you and your team will own your code and decide together on the technologies and tools to utilize as well operate high-performance applications on PaaS/SaaS cloud (preferably AWS).Impact. You make a difference for our customers, as a member of our team the code you produce manages millions of orders and all returns of Zalando Customers. Our team was one of the first teams at Zalando.Teamwork. We work together at scale. You will love working in a team of highly skilled people, all with insights about various technologies, frameworks and approaches to delivery.You Are SkilledTechnologies. Significant expertise with Java. Additionally, it would be beneficial if you have worked with Spring Boot, Camunda BPM, PostgreSQL. Check our Tech Radar for more information on the technologies we use.Code Quality. Skilled in unit testing and mocking frameworks. Familiar with Continuous Integration. Experienced in using GitHub as part of a team. Open Source and InnerSource development is integral to our engineering practices and culture, supported at every level.Service Ownership. Skilled in automated deployment and monitoring through Jenkins, Docker, Kubernetes, or similar.  Knowledge Exchange. In contributing to our growing tech community and encouraging knowledge sharing in an agile work environment.Teamwork. Effective communication skills and an interest in being part of highly autonomous and cross-functional teamsYou Are OfferedCulture. A culture of trust, empowerment and feedback, 100+ internal guilds, tech talks, product demos, coder dojos. A dynamic, international team where collaboration is our core mindset.Perks. Competitive salary, great shopping discount on a wide range of products on zalando.de and discounts from external partners.Development. Personal branding support, opportunity to attend and speak at conferences.Technologies. Opportunity to work with a range of different and cutting-edge technologies such as Kafka, AWS, PostgreSQL, Docker, Kubernetes, Grafana, Jenkins and Maven.Want to join us? Then go ahead and apply!!If you need guidance or have any questions about our hiring processes, please contact our recruiter Georg Petersen.","senior java engineer (java, spring, postgresql, aws)",Stackoverflow,senior java engineer ,False,False,False,True,6
691,1737,HelloFresh,2017-11-26,"About the jobBe a valued member of an autonomous, cross-functional agile teamBuild and take operational responsibility for the HelloFresh platformArchitect, design, develop, deploy and operate microservices that serve millions of users, using DevOps practices and toolsMonitor and improve the usage of the services you buildClose cooperation with Frontend, Devops and Business Intelligence teamsCreate a smooth and pleasant end user experience, for both our customers and our internal usersYou can get a taste of what we've been working on by checking out our engineering blog.Skills & RequirementsWho we’re looking forYou’ll have solid back-end experience with at least one of the following languages: PHP/Go/Python/JavaScriptYou have extensive knowledge of OOP, Design Patterns and SOLID PrinciplesPrior experience with unit, integration & functional testing, distributed architectures, applications tuning/profiling, and continuous integration are all highly valuedYou are used to working with relational and non relational databasesAdditionally, any experience working with microservices is a plus",(php go) backend developer (m f) change way people eat forever!,Stackoverflow, backend developer  change way people eat forever!,False,False,False,False,4
692,1738,The Qt Company,2017-11-26,"We offer excellent opportunities for a creative and passionate software architect to spread the word about the software development framework that rules them all – Qt.About the RoleQt (pronounced “cute”) is the leading C++ cross-platform application and UI framework in the world. Headquartered in Finland, The Qt Company is responsible for Qt development, productization and licensing under commercial and open-source licenses. The Qt Company has over 260 employees in Product Management, R&D, Sales, Marketing and Consulting Services with several offices worldwide.The Qt Company Service Team helps large global customers to reach their targets by providing them advisory services both in Qt software framework and customer’s software solution. These services include guidance on the use of Qt APIs, functions, methods and programming techniques for all major platforms.As a key member of this team, for the Automotive market segment, you will contribute primarily to the In-Vehicle Infotainment (IVI) systems and/or instrument cluster systems. You will represent the Qt Company as technical lead towards a customer on varying project tasks including, but not limited to, requirements, design, and delivery of applications. These applications primarily use Qt, usually on embedded Linux based platforms. You will also collaborate with Qt’s R&D department to apply the latest Qt technologies on your concrete customer use case.You need to be enthusiastic, have a proven track-record of successful application development in the embedded environment. You should be interested in problem solving and quickly adapt to changing technical environments. You will need to work fluently and with pride in the customer interface as a recognized specialist of your own technical subject – A tip of the spear for the technologies we represent. Main Responsibility AreasLeads design, architecture and development efforts for Qt’s Automotive customers (Tier-1s or OEMs)Analyze requirements, functional specifications against the target hardware Create software design for applications developed with Qt and its interaction with other library components on the IVI stackInterface with customers on system architecture through workshops and design meetingsIdentify and address system level metrics, such as: resource consumption, performance, boot time and inter-application communicationPresent technical solutions to customersProvide support to the customer’s development organization; the go to person for any Qt related technical assistanceFocus primarily on securing customer success in using Qt Software products in the Automotive marketRegular travelling to customers Your qualificationsBachelor’s degree in Computer Science or higher (not mandatory)Preferably 5+ years of working on large software programsExperienced and talented developer with deep understanding of one or more of the following:Strong C++ experience with successful track record in developing C++ applicationsExperience with major automotive Tier-1s and/or OEMs, with prior IVI or Cluster architecture is a big plusStrong exposure to Embedded Linux adaptation and Qt including Yocto projectExcellent Technical understanding of Qt Software Products (Qt, Qt for Embedded Linux, Qt tools) LocationBerlin or Southern area of Germany / Suburbs of Detroit, USA Interested?For more information, please contact:Bernard Falise, bernard.falise(a)qt.io / European positionsPat McGowan, pat.mcgowan(at)qt.io / USA positions","qt embedded software architect (automotive, medical, embedded, automation)",Stackoverflow,qt embedded software architect ,False,False,False,False,30
693,1739,xbAV AG,2017-11-26,"Wir wollen die Altersvorsorge für alle einfach machen. Du möchtest uns dabei helfen? Für unseren Standort in Berlin suchen wir einen Frontend-/Webentwickler mit Schwerpunkt Angular (m/w).Deine Aufgaben bei unsAgile Konzeption, Realisierung und Integration von Komponenten in unserer Single Page ApplicationErarbeitung technischer Konzepte auf Basis von produktseitigen AnforderungenEnge Zusammenarbeit mit dem Produkt- und Design-Team in der Realisierung von FeaturesKoordination und Durchführung von Qualitätssicherungsmaßnahmen im Rahmen der EntwicklungstätigkeitKreative Mitgestaltung hinsichtlich neuer Technologien und ToolsUnser WunschprofilStudium der Informatik oder vergleichbare Qualifikation mit technischem SchwerpunktMindestens 3 Jahre Berufserfahrung in agiler SoftwareentwicklungExzellente Kenntnisse des Angular FrameworksIdealerweise Erfahrung mit Ruby on RailsAusgeprägte analytische und konzeptionelle Fähigkeiten",frontend webentwickler mit schwerpunkt angular,Stackoverflow,frontend webentwickler mit schwerpunkt angular,False,False,False,False,24
694,1740,MBition GmbH,2017-11-26,"MBition GmbH is a 100% subsidiary of Daimler and is located in Berlin. It combines the spirit and the flexibility of a start-up with the resources and capabilities of a global active premium OEM.MBition GmbH concentrates on the series development of infotainment platforms, navigation software, location-based services and user experience / user interface.About your role:As a Software Engineer you will develop features as well as design, document, implement, integrate and test platform services for infotainment systems. Development will typically have C++ focus and make use of modern tools and methodologies.You will identify and solve problems which require analysis by adopting existing procedures, techniques and methods. You will actively contribute to improvements and changes and take responsibility for delivery and encourage others to do the same. You have a good understanding of the group's joint task and are seen as a person who takes full responsibility and a person who work colleagues can trust.For Senior Software Engineers you are also comfortable working independently and can act as supervisor in technical matters and are able to lead other engineers within the technical area. Your QualificationEducation:Degree in Computer Science, Information Technology, Communication Technology or a comparable qualificationExperience:LinuxProgramming using C++Fluency in EnglishExperience from the following is meriting:Git workflowProgramming using Qt/QMLProgramming using CProgramming using PythonYoctoDevice driver developmentLinux kernelEmbedded development, especially LinuxInter-process communicationAgile development principlesDevOps principlesObject oriented development principlesWorking with in-vehicle infotainment systemsGENIVI Language skills:Excellent English proficiency; German proficiency is a plusPersonal skills:Excellent analytical skills and an independent, structured and target-oriented approach to workPersonal initiative, commitment and resilienceWell-developed communication and teamwork skillsEnjoy working in international teamsHigh degree of flexibilityWillingness to travelInterested?We look forward to your application at mbox-mbition-recruitment@daimler.com along with following documents and information: CV and relevant certificatesJob title and reference numberSalary expectationEarliest possible start dateGot further queries? Reach out to us at mbox-mbition-recruitment@daimler.com",c++ linux devops senior software engineer infotainment platform,Stackoverflow,c++ linux devops senior software engineer infotainment platform,False,False,False,True,3
695,1741,MBition GmbH,2017-11-26,"MBition GmbH is a 100% subsidiary of Daimler and is located in Berlin. It combines the spirit and the flexibility of a start-up with the resources and capabilities of a global active premium OEM.MBition GmbH concentrates on the series development of infotainment platforms, navigation software, location-based services and user experience / user interface.About your role:As Scrum Master you will be influencing how everyday's work is performed within the Infotainment Platform Team.You will be focusing on facilitating and coordinating the development work within a development team and make sure the team maintains a high quality workflow and strives towards continuous improvement in its everyday work. You will also be contributing to the continuous improvement of the agile way of working within the Infotainment Platform Team as a whole.Being part of MBition means that you are part of a larger project team that embraces the mindset of agile development and takes responsibility for the end-product being developed. This larger project team believes in a work climate that values people and encourages innovation, collaboration and professionalism.Your QualificationEducation:Degree in Computer Science, Information Technology, Communication Technology or a comparable qualificationExperience:Agile development principlesScrumAgile planning using Atlassian JIRAChallenges and constraints within automotive domainScaling agile development into larger organisations.Language skills:Excellent English proficiency; German proficiency is a plusPersonal skills:Excellent analytical skills and an independent, structured and target-oriented approach to workPersonal initiative, commitment and resilienceWell-developed communication and teamwork skillsEnjoy working in international teamsHigh degree of flexibilityWillingness to travelInterested?We look forward to your application at mbox-mbition-recruitment@daimler.com along with following documents and information: CV and relevant certificatesJob title and reference numberSalary expectationEarliest possible start dateGot further queries? Reach out to us at mbox-mbition-recruitment@daimler.com",scrum master infotainment platform,Stackoverflow,scrum master infotainment platform,False,False,False,False,0
696,1742,MBition GmbH,2017-11-26,"MBition GmbH is a 100% subsidiary of Daimler and is located in Berlin. It combines the spirit and the flexibility of a start-up with the resources and capabilities of a global active premium OEM.MBition GmbH concentrates on the series development of infotainment platforms, navigation software, location-based services and user experience / user interface.About your role:As a Quality Engineer you will contribute to the verification and validation of the infotainment systems being developed. You will be working within a development team with SW testing as main focus or in an independent verification team focusing on feature test on system level. In your role as tester you will be able to contribute to the development of test environments being used.Being part of MBition means that you are part of a larger project team that embraces the mindset of agile development and takes responsibility for the end-product being developed. This larger project team believes in a work climate that values people and encourages innovation, collaboration and professionalism.Your QualificationEducation:Degree in Computer Science, Information Technology, Communication Technology or a comparable qualification Experience:Testing within automotive domainTesting within infotainment domainAgile development principlesDevOps principlesTest automationTest management systemLanguage skills:Excellent English proficiency; German proficiency is a plusPersonal skills:Excellent analytical skills and an independent, structured and target-oriented approach to workPersonal initiative, commitment and resilienceWell-developed communication and teamwork skillsEnjoy working in international teamsHigh degree of flexibilityWillingness to travelInterested?We look forward to your application at mbox-mbition-recruitment@daimler.com along with following documents and information: CV and relevant certificatesJob title and reference numberSalary expectationEarliest possible start dateGot further queries? Reach out to us at mbox-mbition-recruitment@daimler.com",c c++ devops senior quality engineer infotainment platform,Stackoverflow,c c++ devops senior quality engineer infotainment platform,False,False,False,True,3
697,1743,Younicos AG,2017-11-26,"Are you keen to help shape future power supply?Are you passionate about writing clean code?You want to develop something real?Then this job is for youAs a frontend developer at Younicos, you will work on our Y.Q platform, which monitors, supervises and controls various electrical components like batteries, inverters , pv plants, wind farms, thermal generators, transformers, switchgears and auxiliary systems. The development of the Y.Q platform, which runs as 24/7 service on site, is based on a distributed, messaging-based architecture. Specialized subsystems ensure the optimal control of the electrical components and implement technical interfaces for transmission line operators, energy providers and remote monitoring.As part of an agile team (Scrum) you will work on all aspects of the UI development. Strongly modularized system architecture, documentation of the design and functional specifications, high performance UI design, test driven development, fully automated integration testing and building the final product are your day-to-day tasks. Depending on your skills and interests you might work on the general user guidance, the automation and generation of building blocks of the UI, graphical representation of live and historian data, interface to the database or interface to the messaging system to give you some ideas.All developments are performed in close collaboration with the Y.Q development team and our technical engineers to understand and visualize the technical requirements of the electrical equipment. With your team, you will develop the best technical solutions while having the freedom and the responsibility to bring your innovative ideas to life.Your main responsibilities are:Design/maintain graphical user interfaces which allow the operators to control the systems over the webWrite web based reports and extract pertinent information from the SQL/NoSQL databaseDevelop new solutions for time series and event based data for monitoring and reportingYour profileFrom the technical point of view a must iscompleted university studies in UI design, user interaction design, computer science, informatics or comparable studiesyears of professional experience in UI development ,ideally in an agile process environmentExperience in user guidance and UI design.Experience in developing/architecting PHP/MySQL-based web applications (LAMP) ideally for industrial applications.Desire for writing and testing clean, efficient and reliable codeWelcome isHands-on expertise with JavaScript, DHTML, and CSS, AngularDemonstrated experience with web user interface toolkits.Experience with PHP alternatives and backend programming like Java, Node.js, Scala is a plusExperience with TSDB like InfluxDB or PrometheusRDBMS experience with MySQL, PostgreSQL, or similar.Experience with MVC frameworks.Familiarity with Agile/Scrum.Familiarity with Version Control Systems (Git).Experience with testing and continuous integration platforms: Selenium, PHPUnit, Jenkins.Linux skills and experience with networking equipment is a plusFrom personal point of view:A strong focus on teamwork and a commitment to always let the best idea winExceptional attention to detail, thoroughness and accuracyBasic understanding of the principles of electrical engineering is a plusBasic German is a plusOur offerThe opportunity to build the technology facilitating higher renewable energy sharesMotivated, passionate colleagues who love to get things doneOpen discussion culture and the opportunity to shape every aspect of your workBright, spacious and comfortable offices in the lovely city of BerlinFlexible working hoursPermanent contract",frontend developer full stack (f m) real ui development,Stackoverflow,frontend developer full stack  real ui development,False,False,False,False,2
698,1744,MBition GmbH,2017-11-26,"MBition GmbH is a 100% subsidiary of Daimler and is located in Berlin. It combines the spirit and the flexibility of a start-up with the resources and capabilities of a global active premium OEM.MBition GmbH concentrates on the series development of infotainment platforms, navigation software, location-based services and user experience / user interface.About your role:As Product Owner you will be a driving force that enables development of infotainment systems that brings the desired user experience to the user of the car. You will be focusing on leading the definition of user stories that build up to a set of features defined on a high level by a function owner and make sure key attributes for those features are maintained throughout the realization of the user stories being defined. You will also judge what drives value to end-user when it comes to details in feature scope and contribute to the planning of user story and feature implementation.In your daily work environment you will be working in close collaboration with a development team that is dedicated for development of the features, you are responsible for. You will also collaborate with other Product Owners responsible for other feature verticals.Being part of MBition means that you are part of a larger project team that embraces the mindset of agile development and takes responsibility for the end-product being developed. This larger project team believes in a work climate that values people and encourages innovation, collaboration and professionalism. Your QualificationEducation:Degree in Computer Science, Information Technology, Communication Technology or a comparable qualificationExperience:Feature domain expertise knowledge within your expertise feature vertical, such as vehicle functions, connectivity or entertainmentFirst hand Scrum experienceChallenges and constraints within automotive domainAgile planning using Atlassian JIRAScaling agile development into larger organisationsLanguage skills:Excellent English proficiency; German proficiency is a plusPersonal skills:Excellent analytical skills and an independent, structured and target-oriented approach to workPersonal initiative, commitment and resilienceWell-developed communication and teamwork skillsEnjoy working in international teamsHigh degree of flexibilityWillingness to travelInterested?We look forward to your application at mbox-mbition-recruitment@daimler.com along with following documents and information: CV and relevant certificatesJob title and reference numberSalary expectationEarliest possible start dateGot further queries? Reach out to us at mbox-mbition-recruitment@daimler.com",product owner infotainment platform,Stackoverflow,product owner infotainment platform,False,False,False,False,26
699,1745,De Causmaecker & Partner,2017-11-26,"Karriereperspektive für überzeugende Persönlichkeit Kommunikationsstarker Software-EntwicklerJava-Entwickler (m,w)Java Developer (m,w)Übernahme von Verantwortung im Rahmen von SW-EntwicklungsprojektenErfolgreiche IT-Beratung  Gute Work-Life-BalanceBerlinHaben Sie Ihr Studium erfolgreich abgeschlossen? Z.B. in einem Bereich der Informatik, Natur- oder Ingenieurswissenschaften? Oder haben Sie sich in der Praxis gleichwertige Kenntnisse angeeignet? Können Sie auf solide Berufserfahrungen zurückblicken? Haben Sie bereits erfolgreich Java implementiert und kennen die gängigen Tools und Software-Architekturen? Möchten Sie nun ihre mehrjährigen Kenntnisse in Digitalisierungsprojekteneingeben? Gehören darüber hinaus Dynamik und Verhandlungsgeschick ebenso zu Ihren Stärken wie Analytik und Pragmatismus? Und sind Sie ein ausgesprochen guter Kommunikator? Dann lesen Sie bitte weiter:Die Schütze Consultant AG als mittelständische, inhabergeführte, wachstumsstarke IT-Beratung mit ca. 80 Mitarbeitern gehört seit über fünfzehn Jahren zu den Hidden Champions. Wir haben uns auf Beratung (eRechnung, ePayment), Entwicklung und Betrieb sowie Digitalisierung fokussiert und sind in den Branchen Öffentlicher Dienst (eGovernment), Finanzen, Bildung, Soziales und Gesundheitswesen aktiv. Unsere Unternehmenskultur ist geprägt durch eine positive, transparente Atmosphäre in der Teamgeist, Authentizität und das Wohl jedes Einzelnen berücksichtigt werden. Wir wachsen weiter und bieten Ihnen deshalb beste Karrierechancen in einem spannenden Umfeld.Nach einer fokussierten Einarbeitung übernehmen Sie eigenverantwortlich Entwicklungsaufgaben, teilweise vor Ort beim Kunden, teilweise in den Räumlichkeiten unseres Mandanten Hierzu gehört neben dem Management der Kundenbeziehung, auch die Beobachtung und Adaptierung neuer technologischer Entwicklungen. Die Ausschöpfung von Cross Selling-Potentialen bei Bestandskunden sowie die Akquisition von Nachfolgeaufträgen runden Ihr Aufgabenportfolio ab. Möchten Sie sich dieser Herausforderung stellen? Und haben wir Ihr Interesse geweckt?Dann rufen Sie unseren Berater, Herrn Matthias Kohl, unter +49 69 666 82 12 an. Gerne auch abends und am Wochenende unter +49 170 555 49 78. Er beantwortet Ihnen erste Fragen und informiert Sie über die weitere Vorgehensweise. Oder Sie senden direkt eine E-Mail an mk@houseofconsultants.de unter Angabe der Kennziffer MK7045.",java entwickler java developer,Stackoverflow,java entwickler java developer,False,False,False,False,6
700,1746,Zalando Payments SE & Co.KG,2017-11-26,"You Are Ready To Make an ImpactAt Zalando Payments, we are processing all financial transactions of Zalando's fashion store and other consumer facing apps. Starting with a flawless user experience in the checkout over the processing of the payments to reconciliation in the backend, we cover the entire financial process to boost conversion and deliver a competitive advantage to our customers through smart risk steering.You Are Setting StandardsVariety. As a team you will research, design and implement machine learning algorithms to improve our payment solutions.Ownership. You will be accountable for all aspects of your work, from research and analysis to testing and deployment.Excellence. Share your knowledge and passion about delivering scalable real-world machine learning solutions to end users, and help your colleagues excel.You Are SkilledTechnologies. You have already worked with big data frameworks before (we use Apache Spark). You are eager to prototype new machine learning concepts (in R or Python) and are also able to push them all the way to production. You also have experience building production systems at scale (experience in Scala or Java is a plus).You have experience in applied machine learning and know at least one of the following methods in depth (regression, tree-based methods, ensemble learning). And you have a good understanding of the mathematical concepts that are frequently used in machine learning (linear algebra, probability theory)Code Quality. You are ready to deploy your code to production (including testing, CI, deployment) and taking ownership.Education. You have a degree in computer science, mathematics, statistics or another similar quantitative field (PhD, M.Sc.) and are eager to keep learning and applying new knowledge.You Are OfferedCulture. A workplace where trust, empowerment and feedback are valued; positive, inspiring working atmosphere.Perks. Competitive salary; great shopping discount on a wide range of products on zalando.com; discounts from external partners; office in the heart of Berlin; public transport discounts; relocation assistance for internationals; municipality services; flexible working times; family service and parent & child rooms*; additional holidays and volunteering time off; diverse sports and health offerings*. (*Depending on location)Development. Mentoring; personal branding support focused on leadership; diverse career opportunities.Peers. International, accomplished experts.Want to join us? Then go ahead and apply!If you need guidance or have any questions about our hiring process, please contact our recruiter Maria Garcia",data scientist payments,Stackoverflow,data scientist payments,False,False,False,False,31
701,1747,Zalando SE,2017-11-26,"The OpportunityAs a senior backend engineer in our Retail Core Teams, you work on the systems that power the heart of Zalando. You build the procure-to-pay solutions that handle Zalando’s multi-billion Euro purchasing spend. Your systems are used by hundreds of internal users and 1000+ of our suppliers every day to provide our millions of customers with the fashion they love. With a strong focus on automating all relevant business processes and on digitizing all interactions with our suppliers, we are looking for outstanding software engineers that can understand complex processes and data structures, and who enjoy seeing the impact they deliver through close interactions with our users and clearly defined KPIs. If you also enjoy building state-of-the-art cloud applications using a microservice-based architecture and working in small and dedicated agile teams, you should join us and help us build the future of Zalando.You Set StandardsOwnership. You and your team will take ownership of the whole development cycle - from architecture design to implementation and testing as well as maintenance.Excellence. You write code that your peers praise for its elegance and readability. You will add value by leveraging current trends in software design, architecture, and technology.Impact. You use your world-class development techniques to deliver a high-performance, stable and auto-scaling production system that delivers business value in weeks, not quarters or years.You Are SkilledExperience. You are fluent in Java and/or Scala and relevant frameworks (e.g. Spring) with at least 5 years of industry experience. Ideally, you have also developed complex internal systems (e.g. ERP, Supply Chain Management) or Web Applications for complex business domains.Technologies. You have experience in system architecture and RESTful API design and you can build microservice-based systems, preferably in the cloud.Variety. You can design, develop, deploy, operate and improve important software solutions with a DevOps mindset that impact hundreds of colleagues, thousands of suppliers and millions of customers.Drive. You want to have an impact by effectively communicating with colleagues, leading team meetings and finding creative solutions to complex problems. You enjoy driving continuous improvement and innovation.You Are OfferedCulture. You will be welcomed by a culture of trust, empowerment, and feedback.  Package. Competitive salary and many perks, such as great shopping discount on a wide range of products on zalando.com; discounts from external partners; public transport discounts; relocation assistance for internationals; municipality services*; family service and parent & child rooms*; additional holidays & volunteering time off; diverse sports and health offerings.Development. Extensive onboarding; personal branding support focused on leadership; Career framework with clear opportunities (including technical impact tracks); opportunity to attend and speak at conferences; 100+ internal guilds; tech talks; product demos; access to a wide variety of learning sources (e.g. Safari books, “video tutorial platform”); coder dojos.Peers. You will work together with accomplished experts coming from all over the world and great self-organized teams.Want to join us? Then go ahead and apply!If you need guidance or have any questions about our hiring processes, please contact Rebecca Kurzbuch.",senior backend engineer retail core (java scala),Stackoverflow,senior backend engineer retail core ,False,False,False,True,13
702,1748,Akelius GmbH,2017-11-26,"Your tasksDatabase and data warehouse design;Optimizing query performance;Creating new reports;Developing automated tests;Maintenance and bug fixing;User support;Your profileExperience in data warehousing and Business Intelligence;  Project experience in scheme modelling by using the ER-model;Microsoft database and BI tools like SQL server, T-SQL or SSIS as well as reporting tools like QlikView, QlikSense or Microsoft PowerBI;Easily adapting;Open-minded;Agile;Experience as Scrum Master is a big plus;Speaking German is beneficial; We offerWorking with a motivated and very cooperative team with a personal vocational adjustment. We offer company guidelines for employee training and support for personaland professional development.You find further information on akelius.de Please send your application to application@akelius.de","report system developer (m f), lin",Stackoverflow,"report system developer , berlin",False,False,False,False,17
703,1749,GameDuell,2017-11-26,"The Senior Big Data Architect will be responsible for strengthening and further extending our data platform, which serves as a basis for analysis that drives decision making in the company.GameDuell is one of the leading casual games companies in Germany located in the heart of Berlin. With more than 125 million users we are constantly looking for ways to improve our product and our players` experience. In order to fulfill our mission of bringing people together to have a good time with games, we are following a solid engineering approach. What you will doConsolidation and optimization of the current Big Data infrastructureExtension and continuous improvement of the architecture and implementation of our Business Intelligence and Analytics platformDesign and extension of data modelsDesign of ETL processesStakeholder management with different interfaces of BI, Product Analytics, Marketing, Data Science and EngineeringYour profileUniversity degree in the field of Computer Science, Business Informatics, Mathematics, or similar5+ years of relevant working experience with the design and development of database architecturesExperienced in open source data technologies (Hadoop, Hbase, Hive, Kafka, Storm, Spark etc.)Profound knowledge and experience with real-time streaming systemsExperience with ETL, Reporting or BI toolsStakeholder management experience with a high degree of comfort in speaking with senior executives and the ability to work on an abstract levelSeveral years of experience in leading teams, excellent interpersonal and communication skills with the ability to foster consensus on future-proof solutionsFluent English is mandatory, knowledge of German is an advantage",senior big data architect,Stackoverflow,senior big data architect,False,False,False,True,7
704,1750,Minodes,2017-11-26,"Job descriptionOur Business Development and Intelligence team works on setting up, growing and continually further developing our innovative SaaS solutions on both strategic and operational levels. As Business Intelligence intern you will support our team in perfecting processes and Business Intelligence in general. Specific tasks will include:Work together with Sales and CRM teams to support business processes with insightful dataCreate analysis reports for clients and evaluate and improve the dataGenerate reports on different aspects of the retail business on the basis of specified KPIsExtend standard reports and data modelsSupport developing our Data Warehouse solutions during various phasesSkills & RequirementsYou are highly interested in answering complex business questions and willing to learnCurrently you are studying IT (e.g. informatics, mathematics, physics) or a business subjectYou are still enrolled as a student in an UniversityIdeally you have gained first experiences in data modeling using SQL, you contributed to building up analytical systemsExcellent handling of the Internet and Microsoft Office package, especially MS Excel and PowerPivotGood knowledge of VBA (Excel Macros) and Tableau would be a plusYou enjoy taking over responsibility, work independently and have excellent communication skills, a strong attention to detail as well as a hands-on mentality",business intelligence intern,Stackoverflow,business intelligence intern,True,False,False,False,12
